umap_x,umap_y
6.382845,12.098033
5.45903,3.8533766
9.535817,10.089428
22.370413,2.696555
8.509504,9.898947
18.239958,5.7912188
7.1946297,3.6075945
6.434229,11.999089
6.325354,3.274941
5.4293714,-0.7784341
7.3728323,-6.5160995
8.157842,-7.1624746
8.648094,4.9794044
7.298047,0.5146353
6.302232,10.3743
7.262152,6.0119367
4.2873154,6.312855
7.8921156,9.175736
6.0532207,5.258726
7.605647,4.305324
11.264547,8.241765
4.1534014,8.306907
4.486612,7.600407
6.3875914,-1.0335156
6.4197097,11.584375
18.282495,5.776983
6.5770664,6.300594
8.900391,3.0278215
6.2111583,12.170824
0.21716002,-3.7965772
8.782205,-8.320369
5.8214493,5.188098
9.144924,7.7021003
6.561314,5.92583
6.83981,-7.1520305
-0.36607835,-4.360247
7.858479,-8.530077
21.790426,1.0467509
7.485436,2.0652368
8.50741,10.014612
-5.539856,5.006999
5.984226,11.245672
13.324309,3.042699
6.41679,20.76832
7.0357437,10.317312
4.4540644,-1.2536
22.988316,2.243549
8.231718,6.979146
5.3752,5.1276736
10.091968,9.452878
5.5760217,7.6727843
12.503459,3.071729
6.429307,20.799963
3.886222,19.503748
8.052894,10.157304
6.2938924,-0.5618936
6.188689,7.42348
-5.5405436,5.241262
9.478324,10.682837
7.554127,10.345456
7.127592,6.811798
4.6383066,3.6090426
12.531388,3.239099
4.259042,4.2550073
6.730409,3.3173978
7.2152123,2.376374
9.847776,3.1075225
6.2095103,3.8591144
9.013728,3.379784
3.8719049,6.400401
5.919089,4.0351915
5.929076,19.962532
7.429195,-6.7290006
10.340422,7.809892
10.4451885,8.7361145
7.3037143,11.085109
17.556526,3.9710286
4.953408,3.3330812
6.335989,19.437307
22.870647,2.8150225
7.6113205,6.2544103
7.1893134,3.9103942
6.5344977,10.191854
8.384952,7.081977
5.783967,8.191054
-5.7467256,4.712894
7.8778687,11.719812
7.5894475,5.9998693
6.067704,5.593932
7.7243824,0.8772127
18.309772,5.166072
7.3216124,3.8062484
22.849165,2.7825632
8.405901,-8.135376
-6.568316,4.989771
10.750548,7.814786
10.646278,7.495936
6.132606,19.541204
8.901752,6.1663227
8.845029,3.042339
8.313515,3.3200672
6.3617225,12.075367
-5.5599036,5.2160854
8.091696,1.2762947
4.0051823,8.541491
7.592279,6.568655
4.570563,6.3890777
-5.940529,5.196539
11.255469,9.088921
6.4725804,12.213021
7.2050605,-0.5596991
7.573144,2.2694256
5.909959,-0.6989683
-5.9490542,4.5822206
11.2169695,9.213961
-5.888787,5.1874003
